workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,lex_code,question_order,response,result,rt,sib_code,slider_start,spk,stimulus,success,time_elapsed,timeout,trial_index,trial_type,triplet_id,error
586,list1,,NEGATIVE,,,,0.0-8.0-0.1,,,8598,,8968,,5000,,People should be treated the same regardless of their sex.<br><br>,,686598,,224,html-slider-response,,
586,list1,,POSITIVE,,,,0.0-8.0-0.2,,,1544,,7067,,5000,,Mothers should work only if necessary.<br><br>,,693667,,225,html-slider-response,,
586,list1,,POSITIVE,,,,0.0-8.0-0.3,,,10000,,6038,,5000,,"For many important jobs, it is better to choose men instead of women.<br><br>",,699707,,226,html-slider-response,,
586,list1,,POSITIVE,,,,0.0-8.0-0.4,,,7591,,7863,,5000,,Girls should be protected and watched over more than boys.<br><br>,,707572,,227,html-slider-response,,
586,list1,,NEGATIVE,,,,0.0-8.0-0.5,,,10000,,9066,,5000,,People can be both aggressive and nurturing regardless of sex.<br><br>,,716639,,228,html-slider-response,,
586,list1,,POSITIVE,,,,0.0-8.0-0.6,,,5000,,7281,,5000,,Mothers should make most decisions about how children are brought up.<br><br>,,723922,,229,html-slider-response,,
586,list1,,NEGATIVE,,,,0.0-8.0-0.7,,,10000,,6692,,5000,,Tasks around the house should not be assigned by sex.<br><br>,,730614,,230,html-slider-response,,
586,list1,,POSITIVE,,,,0.0-8.0-0.8,,,9005,,8587,,5000,,Men are more sexual than women.<br><br>,,739201,,231,html-slider-response,,
586,list1,,POSITIVE,,,,0.0-8.0-0.9,,,10000,,7185,,5000,,Only some types of work are appropriate for both men and women.<br><br>,,746387,,232,html-slider-response,,
586,list1,,NEGATIVE,,,,0.0-8.0-0.10,,,8313,,17005,,5000,,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,763393,,233,html-slider-response,,
586,list1,,NEGATIVE,,,,0.0-8.0-0.11,,,0,,7198,,5000,,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,770592,,234,html-slider-response,,
586,list1,,POSITIVE,,,,0.0-8.0-0.12,,,10000,,7008,,5000,,A father’s major responsibility is to provide financially for his children.<br><br>,,777602,,235,html-slider-response,,
586,list1,,,,,,0.0-9.0,,,0,,12812,,,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,790414,,236,html-button-response,,
586,list1,,,,,,0.0-10.0,,[0],{'Q0': 3},,24391,,,,,,814808,,237,survey-likert,,
586,list1,[],,,,,0.0-11.0,,,"{'age': '55', 'P0_Q0': None, 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Southwest - AZ, NM, OK, TX', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'Thank you!', 'language': '', 'education': 'Graduated high school'}",,90743,,,,,,905605,,238,survey,,
586,list1,,,,,,0.0-12.0,,,0,,3285,,,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,908892,,239,html-button-response,,
571,list1,,,[],[],[],0.0-0.0,,,,,,,,,,True,952,False,0,preload,,
571,list1,,,,,,0.0-1.0,,,0,,20060,,,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 10 to 20 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,21014,,1,html-button-response,,
571,list1,,,,,,0.0-2.0,,,0,,3911,,,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,24927,,2,html-button-response,,
571,list1,,,,,,0.0-3.0,,,2,correct,5269,,,,audio/gift.wav,,30272,,3,audio-button-response,,
571,list1,,,,,,0.0-4.0,,,0,,1098,,,,<p>Correct! You are ready to begin the study.</p>,,31372,,4,html-button-response,,
571,list1,,,,,,0.0-5.0,,,0,,5132,,,,"<p><font size='3'>In this experiment, you will listen to a series of sentences, produced by different speakers. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You may click along this scale after the speaker stops talking. Try to respond as quickly as you can. If you do not respond within ten seconds, the experiment will advance automatically. There will be a progress bar at the top of the screen. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,36506,,5,html-button-response,,
571,list1,,,,,,0.0-6.0-0.0,neutral,,,,,mid,5000,723,audio/723_SN2_mid.wav,,46510,,6,audio-slider-response,2,
571,list1,,,,,,0.0-6.0-1.0,,,,,,,,,,,47013,,7,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.1,neutral,,5434,,8208,control,5000,723,audio/723_CN17.wav,,55223,,8,audio-slider-response,17,
571,list1,,,,,,0.0-6.0-1.1,,,,,,,,,,,55726,,9,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.2,neutral,,5177,,8208,control,5000,723,audio/723_CN18.wav,,63934,,10,audio-slider-response,18,
571,list1,,,,,,0.0-6.0-1.2,,,,,,,,,,,64436,,11,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.3,neutral,,1254,,5104,control,5000,246,audio/246_CN5.wav,,69547,,12,audio-slider-response,5,
571,list1,,,,,,0.0-6.0-1.3,,,,,,,,,,,70051,,13,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.4,neutral,,2144,,2853,low,5000,246,audio/246_SN1_low.wav,,72907,,14,audio-slider-response,1,
571,list1,,,,,,0.0-6.0-1.4,,,,,,,,,,,73410,,15,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.5,neutral,,2716,,3456,control,5000,246,audio/246_CN8.wav,,76866,,16,audio-slider-response,8,
571,list1,,,,,,0.0-6.0-1.5,,,,,,,,,,,77369,,17,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.6,neutral,,7909,,3845,low,5000,723,audio/723_SN13_low.wav,,81213,,18,audio-slider-response,13,
571,list1,,,,,,0.0-6.0-1.6,,,,,,,,,,,81715,,19,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.7,neutral,,49,,3211,high,5000,246,audio/246_SN9_high.wav,,84926,,20,audio-slider-response,9,
571,list1,,,,,,0.0-6.0-1.7,,,,,,,,,,,85429,,21,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.8,neutral,,,,,control,5000,723,audio/723_CN5.wav,,95434,,22,audio-slider-response,5,
571,list1,,,,,,0.0-6.0-1.8,,,,,,,,,,,95937,,23,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.9,neutral,,,,,low,5000,723,audio/723_SN1_low.wav,,105942,,24,audio-slider-response,1,
571,list1,,,,,,0.0-6.0-1.9,,,,,,,,,,,106449,,25,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.10,neutral,,,,,high,5000,340,audio/340_SN5_high.wav,,116453,,26,audio-slider-response,5,
571,list1,,,,,,0.0-6.0-1.10,,,,,,,,,,,116956,,27,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.11,neutral,,1395,,3920,control,5000,246,audio/246_CN9.wav,,120881,,28,audio-slider-response,9,
571,list1,,,,,,0.0-6.0-1.11,,,,,,,,,,,121384,,29,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.12,neutral,,,,,control,5000,340,audio/340_CN10.wav,,131389,,30,audio-slider-response,10,
571,list1,,,,,,0.0-6.0-1.12,,,,,,,,,,,131893,,31,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.13,neutral,,,,,control,5000,340,audio/340_CN1.wav,,141898,,32,audio-slider-response,1,
571,list1,,,,,,0.0-6.0-1.13,,,,,,,,,,,142400,,33,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.14,neutral,,,,,control,5000,246,audio/246_CN4.wav,,152408,,34,audio-slider-response,4,
571,list1,,,,,,0.0-6.0-1.14,,,,,,,,,,,152914,,35,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.15,neutral,,,,,mid,5000,246,audio/246_SN16_mid.wav,,162920,,36,audio-slider-response,16,
571,list1,,,,,,0.0-6.0-1.15,,,,,,,,,,,163424,,37,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.16,neutral,,,,,control,5000,723,audio/723_CN4.wav,,173430,,38,audio-slider-response,4,
571,list1,,,,,,0.0-6.0-1.16,,,,,,,,,,,173937,,39,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.17,neutral,,,,,low,5000,246,audio/246_SN14_low.wav,,183945,,40,audio-slider-response,14,
571,list1,,,,,,0.0-6.0-1.17,,,,,,,,,,,184451,,41,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.18,neutral,,,,,control,5000,723,audio/723_CN2.wav,,194459,,42,audio-slider-response,2,
571,list1,,,,,,0.0-6.0-1.18,,,,,,,,,,,194965,,43,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.19,neutral,,,,,control,5000,246,audio/246_CN14.wav,,204968,,44,audio-slider-response,14,
571,list1,,,,,,0.0-6.0-1.19,,,,,,,,,,,205470,,45,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.20,neutral,,,,,mid,5000,723,audio/723_SN16_mid.wav,,215474,,46,audio-slider-response,16,
571,list1,,,,,,0.0-6.0-1.20,,,,,,,,,,,215978,,47,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.21,neutral,,,,,control,5000,246,audio/246_CN2.wav,,225981,,48,audio-slider-response,2,
571,list1,,,,,,0.0-6.0-1.21,,,,,,,,,,,226490,,49,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.22,neutral,,,,,high,5000,340,audio/340_SN20_high.wav,,236495,,50,audio-slider-response,20,
571,list1,,,,,,0.0-6.0-1.22,,,,,,,,,,,236997,,51,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.23,neutral,,,,,mid,5000,246,audio/246_SN2_mid.wav,,247000,,52,audio-slider-response,2,
571,list1,,,,,,0.0-6.0-1.23,,,,,,,,,,,247504,,53,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.24,neutral,,,,,high,5000,246,audio/246_SN20_high.wav,,257508,,54,audio-slider-response,20,
571,list1,,,,,,0.0-6.0-1.24,,,,,,,,,,,258009,,55,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.25,neutral,,,,,control,5000,723,audio/723_CN9.wav,,268014,,56,audio-slider-response,9,
571,list1,,,,,,0.0-6.0-1.25,,,,,,,,,,,268519,,57,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.26,neutral,,,,,control,5000,723,audio/723_CN15.wav,,278524,,58,audio-slider-response,15,
571,list1,,,,,,0.0-6.0-1.26,,,,,,,,,,,279029,,59,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.27,neutral,,,,,high,5000,246,audio/246_SN5_high.wav,,289036,,60,audio-slider-response,5,
571,list1,,,,,,0.0-6.0-1.27,,,,,,,,,,,289538,,61,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.28,neutral,,,,,control,5000,340,audio/340_CN3.wav,,299541,,62,audio-slider-response,3,
571,list1,,,,,,0.0-6.0-1.28,,,,,,,,,,,300044,,63,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.29,neutral,,,,,low,5000,340,audio/340_SN13_low.wav,,310048,,64,audio-slider-response,13,
571,list1,,,,,,0.0-6.0-1.29,,,,,,,,,,,310552,,65,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.30,neutral,,,,,mid,5000,340,audio/340_SN16_mid.wav,,320556,,66,audio-slider-response,16,
571,list1,,,,,,0.0-6.0-1.30,,,,,,,,,,,321058,,67,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.31,neutral,,,,,mid,5000,340,audio/340_SN10_mid.wav,,331062,,68,audio-slider-response,10,
571,list1,,,,,,0.0-6.0-1.31,,,,,,,,,,,331567,,69,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.32,neutral,,,,,mid,5000,340,audio/340_SN21_mid.wav,,341569,,70,audio-slider-response,21,
571,list1,,,,,,0.0-6.0-1.32,,,,,,,,,,,342071,,71,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.33,neutral,,,,,control,5000,723,audio/723_CN20.wav,,352074,,72,audio-slider-response,20,
571,list1,,,,,,0.0-6.0-1.33,,,,,,,,,,,352576,,73,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.34,neutral,,,,,mid,5000,723,audio/723_SN4_mid.wav,,362580,,74,audio-slider-response,4,
571,list1,,,,,,0.0-6.0-1.34,,,,,,,,,,,363082,,75,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.35,neutral,,,,,control,5000,246,audio/246_CN13.wav,,373087,,76,audio-slider-response,13,
571,list1,,,,,,0.0-6.0-1.35,,,,,,,,,,,373589,,77,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.36,neutral,,,,,mid,5000,246,audio/246_SN17_mid.wav,,383595,,78,audio-slider-response,17,
571,list1,,,,,,0.0-6.0-1.36,,,,,,,,,,,384103,,79,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.37,neutral,,,,,low,5000,723,audio/723_SN7_low.wav,,394107,,80,audio-slider-response,7,
571,list1,,,,,,0.0-6.0-1.37,,,,,,,,,,,394614,,81,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.38,neutral,,,,,control,5000,340,audio/340_CN20.wav,,404619,,82,audio-slider-response,20,
571,list1,,,,,,0.0-6.0-1.38,,,,,,,,,,,405125,,83,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.39,neutral,,,,,high,5000,246,audio/246_SN18_high.wav,,415131,,84,audio-slider-response,18,
571,list1,,,,,,0.0-6.0-1.39,,,,,,,,,,,415635,,85,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.40,neutral,,,,,control,5000,340,audio/340_CN19.wav,,425639,,86,audio-slider-response,19,
571,list1,,,,,,0.0-6.0-1.40,,,,,,,,,,,426141,,87,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.41,neutral,,,,,high,5000,723,audio/723_SN18_high.wav,,436144,,88,audio-slider-response,18,
571,list1,,,,,,0.0-6.0-1.41,,,,,,,,,,,436646,,89,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.42,neutral,,,,,control,5000,723,audio/723_CN14.wav,,446652,,90,audio-slider-response,14,
571,list1,,,,,,0.0-6.0-1.42,,,,,,,,,,,447158,,91,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.43,neutral,,,,,low,5000,246,audio/246_SN13_low.wav,,457161,,92,audio-slider-response,13,
571,list1,,,,,,0.0-6.0-1.43,,,,,,,,,,,457665,,93,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.44,neutral,,,,,control,5000,246,audio/246_CN21.wav,,467670,,94,audio-slider-response,21,
571,list1,,,,,,0.0-6.0-1.44,,,,,,,,,,,468173,,95,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.45,neutral,,,,,low,5000,246,audio/246_SN8_low.wav,,478177,,96,audio-slider-response,8,
571,list1,,,,,,0.0-6.0-1.45,,,,,,,,,,,478682,,97,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.46,neutral,,,,,mid,5000,246,audio/246_SN4_mid.wav,,488687,,98,audio-slider-response,4,
571,list1,,,,,,0.0-6.0-1.46,,,,,,,,,,,489191,,99,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.47,neutral,,,,,control,5000,340,audio/340_CN17.wav,,499195,,100,audio-slider-response,17,
571,list1,,,,,,0.0-6.0-1.47,,,,,,,,,,,499701,,101,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.48,neutral,,,,,high,5000,723,audio/723_SN15_high.wav,,509708,,102,audio-slider-response,15,
571,list1,,,,,,0.0-6.0-1.48,,,,,,,,,,,510213,,103,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.49,neutral,,,,,control,5000,723,audio/723_CN8.wav,,520218,,104,audio-slider-response,8,
571,list1,,,,,,0.0-6.0-1.49,,,,,,,,,,,520726,,105,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.50,neutral,,,,,control,5000,246,audio/246_CN18.wav,,530730,,106,audio-slider-response,18,
571,list1,,,,,,0.0-6.0-1.50,,,,,,,,,,,531235,,107,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.51,neutral,,,,,control,5000,723,audio/723_CN19.wav,,541242,,108,audio-slider-response,19,
571,list1,,,,,,0.0-6.0-1.51,,,,,,,,,,,541748,,109,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.52,neutral,,,,,high,5000,723,audio/723_SN9_high.wav,,551755,,110,audio-slider-response,9,
571,list1,,,,,,0.0-6.0-1.52,,,,,,,,,,,552261,,111,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.53,neutral,,,,,control,5000,340,audio/340_CN8.wav,,562267,,112,audio-slider-response,8,
571,list1,,,,,,0.0-6.0-1.53,,,,,,,,,,,562770,,113,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.54,neutral,,,,,high,5000,340,audio/340_SN9_high.wav,,572768,,114,audio-slider-response,9,
571,list1,,,,,,0.0-6.0-1.54,,,,,,,,,,,573269,,115,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.55,neutral,,,,,control,5000,340,audio/340_CN18.wav,,583255,,116,audio-slider-response,18,
571,list1,,,,,,0.0-6.0-1.55,,,,,,,,,,,583758,,117,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.56,neutral,,,,,mid,5000,340,audio/340_SN17_mid.wav,,593758,,118,audio-slider-response,17,
571,list1,,,,,,0.0-6.0-1.56,,,,,,,,,,,594263,,119,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.57,neutral,,,,,control,5000,340,audio/340_CN13.wav,,604261,,120,audio-slider-response,13,
571,list1,,,,,,0.0-6.0-1.57,,,,,,,,,,,604766,,121,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.58,neutral,,,,,control,5000,246,audio/246_CN20.wav,,614772,,122,audio-slider-response,20,
571,list1,,,,,,0.0-6.0-1.58,,,,,,,,,,,615282,,123,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.59,neutral,,,,,low,5000,340,audio/340_SN8_low.wav,,625287,,124,audio-slider-response,8,
571,list1,,,,,,0.0-6.0-1.59,,,,,,,,,,,625793,,125,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.60,neutral,,,,,high,5000,246,audio/246_SN19_high.wav,,635798,,126,audio-slider-response,19,
571,list1,,,,,,0.0-6.0-1.60,,,,,,,,,,,636302,,127,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.61,neutral,,,,,control,5000,723,audio/723_CN3.wav,,646304,,128,audio-slider-response,3,
571,list1,,,,,,0.0-6.0-1.61,,,,,,,,,,,646811,,129,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.62,neutral,,,,,control,5000,723,audio/723_CN1.wav,,656815,,130,audio-slider-response,1,
571,list1,,,,,,0.0-6.0-1.62,,,,,,,,,,,657318,,131,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.63,neutral,,,,,control,5000,340,audio/340_CN7.wav,,667323,,132,audio-slider-response,7,
571,list1,,,,,,0.0-6.0-1.63,,,,,,,,,,,667828,,133,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.64,neutral,,,,,control,5000,723,audio/723_CN10.wav,,677832,,134,audio-slider-response,10,
571,list1,,,,,,0.0-6.0-1.64,,,,,,,,,,,678337,,135,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.65,neutral,,,,,high,5000,340,audio/340_SN15_high.wav,,688349,,136,audio-slider-response,15,
571,list1,,,,,,0.0-6.0-1.65,,,,,,,,,,,688852,,137,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.66,neutral,,,,,control,5000,246,audio/246_CN7.wav,,698855,,138,audio-slider-response,7,
571,list1,,,,,,0.0-6.0-1.66,,,,,,,,,,,699358,,139,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.67,neutral,,,,,high,5000,723,audio/723_SN19_high.wav,,709365,,140,audio-slider-response,19,
571,list1,,,,,,0.0-6.0-1.67,,,,,,,,,,,709870,,141,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.68,neutral,,,,,low,5000,246,audio/246_SN3_low.wav,,719876,,142,audio-slider-response,3,
571,list1,,,,,,0.0-6.0-1.68,,,,,,,,,,,720389,,143,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.69,neutral,,,,,mid,5000,723,audio/723_SN17_mid.wav,,730400,,144,audio-slider-response,17,
571,list1,,,,,,0.0-6.0-1.69,,,,,,,,,,,730909,,145,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.70,neutral,,,,,control,5000,246,audio/246_CN15.wav,,740912,,146,audio-slider-response,15,
571,list1,,,,,,0.0-6.0-1.70,,,,,,,,,,,741425,,147,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.71,neutral,,,,,low,5000,723,audio/723_SN14_low.wav,,751430,,148,audio-slider-response,14,
571,list1,,,,,,0.0-6.0-1.71,,,,,,,,,,,751932,,149,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.72,neutral,,,,,high,5000,246,audio/246_SN15_high.wav,,761934,,150,audio-slider-response,15,
571,list1,,,,,,0.0-6.0-1.72,,,,,,,,,,,762437,,151,html-keyboard-response,,
571,list1,,,,,,0.0-6.0-0.73,neutral,,,,,low,5000,723,audio/723_SN3_low.wav,,772439,,152,audio-slider-response,3,
571,list1,,,,,,0.0-6.0-1.73,,,,,,,,,,,772941,,153,html-keyboard-response,,
